Account_ID,Customer_ID,Account_Type,Currency,Account_Creation_Date,Current_Balance,Date_Last_Bank_Initiated_Activity,Date_Last_Customer_Communication_Any_Type,FTD_Maturity_Date,FTD_Auto_Renewal,Date_Last_FTD_Renewal_Claim_Request,Inv_Maturity_Redemption_Date,SDB_Charges_Outstanding,Date_SDB_Charges_Became_Outstanding,SDB_Tenant_Communication_Received,Unclaimed_Item_Trigger_Date,Unclaimed_Item_Amount,Date_Last_Cust_Initiated_Activity,Bank_Contact_Attempted_Post_Dormancy_Trigger,Date_Last_Bank_Contact_Attempt,Customer_Responded_to_Bank_Contact,Date_Claim_Received,Claim_Successful,Amount_Paid_on_Claim,Scenario_Notes,Customer_Address_Known,Customer_Has_Active_Liability_Account,Customer_Has_Litigation_Regulatory_Reqs,Holder_Has_Activity_On_Any_Other_Account,Is_Asset_Only_Customer_Type,Expected_Account_Dormant,Expected_Requires_Article_3_Process,Expected_Transfer_to_CB_Due
ACC000750,CUST001829,current,INR,2019-02-26,676017.61,2024-11-02,2022-07-11,,,,,no,,,,0.0,2024-09-09,no,,yes,2024-02-21,yes,0.0,Dormant check,yes,yes,no,yes,yes,no,no,yes
ACC000751,CUST001322,cashier_order,EUR,2018-05-31,534956.88,2023-10-21,2020-05-05,,,,,no,,,2024-01-10,10.04,2019-09-13,no,,no,,no,0.0,Dormant check,no,yes,no,yes,no,no,no,no
ACC000752,CUST001820,bank_draft,AED,2023-02-17,331409.31,2023-08-01,2023-06-01,,,,,no,,,2023-04-14,901.97,2024-10-29,yes,2024-11-18,yes,2024-10-03,pending,0.0,Regular review,no,no,yes,yes,yes,yes,no,yes
ACC000753,CUST000389,investment,EUR,2023-03-19,464554.82,2024-11-29,2024-08-30,,,,2025-02-20,no,,,,0.0,2025-01-13,no,,yes,2025-04-11,yes,0.0,Regular review,yes,no,yes,yes,no,no,yes,yes
ACC000754,CUST001126,bank_draft,SAR,2021-07-09,977766.97,2023-11-21,2025-04-12,,,,,no,,,2023-07-03,613.73,2022-10-13,yes,2025-03-04,yes,,no,0.0,,no,yes,yes,no,yes,yes,yes,yes
ACC000755,CUST000779,bankers_cheque,GBP,2022-02-14,658583.89,2024-12-31,2023-10-25,,,,,no,,,2024-12-15,217.0,2022-08-14,yes,2023-03-29,yes,,no,0.0,,no,no,no,yes,no,yes,no,no
ACC000756,CUST000147,call,AED,2022-09-19,463743.81,2023-04-02,2024-09-09,,,,,no,,,,0.0,2024-02-01,yes,2023-05-24,yes,2022-11-03,yes,0.0,,yes,no,yes,no,yes,yes,yes,yes
ACC000757,CUST000813,saving,GBP,2017-02-09,252626.04,2017-10-07,2022-11-10,,,,,no,,,,0.0,2022-06-07,no,,no,,no,0.0,Dormant check,no,no,yes,no,yes,yes,yes,yes
ACC000758,CUST001346,saving,AED,2018-02-27,688296.87,2023-08-05,2018-09-03,,,,,no,,,,0.0,2024-08-27,yes,2021-07-03,yes,2022-06-06,pending,0.0,,yes,yes,yes,yes,yes,yes,no,yes
ACC000759,CUST001802,call,GBP,2022-10-29,50309.2,2023-12-09,2024-07-11,,,,,no,,,,0.0,2025-04-30,yes,2023-07-21,no,,no,0.0,,yes,yes,no,no,yes,yes,no,no
ACC000760,CUST000620,investment,INR,2019-07-18,57060.4,2021-11-15,2021-11-17,,,,2022-01-05,no,,,,0.0,2023-04-11,no,,yes,2021-05-10,no,0.0,Regular review,yes,yes,no,yes,no,no,no,yes
ACC000761,CUST001864,safe_deposit_box,INR,2023-06-18,921520.34,2024-08-12,2024-08-07,,,,,yes,2024-01-24,no,,0.0,2024-09-25,no,,no,,no,0.0,,yes,yes,yes,yes,no,yes,yes,no
ACC000762,CUST000500,call,SAR,2022-04-09,636036.5,2023-09-06,2022-09-07,,,,,no,,,,0.0,2024-08-23,no,,no,2025-01-30,pending,0.0,Regular review,no,yes,no,no,no,no,yes,yes
ACC000763,CUST001927,fixed_deposit,USD,2016-01-02,487820.11,2021-06-24,2021-02-02,2017-08-03,no,2023-09-04,,no,,,,0.0,2020-04-21,no,,yes,2021-12-08,no,0.0,Dormant check,yes,no,yes,yes,no,yes,no,yes
ACC000764,CUST000293,current,INR,2016-02-17,429565.59,2022-07-01,2021-04-17,,,,,no,,,,0.0,2021-04-25,no,,no,2018-10-03,pending,0.0,,no,no,no,no,yes,yes,yes,yes
ACC000765,CUST001114,call,EUR,2023-08-22,443102.12,2024-11-06,2024-11-10,,,,,no,,,,0.0,2025-05-10,yes,2024-04-26,no,2025-05-09,pending,0.0,Regular review,yes,no,no,no,yes,yes,no,yes
ACC000766,CUST000442,current,AED,2023-10-19,522749.55,2024-10-12,2023-12-02,,,,,no,,,,0.0,2025-02-06,no,,yes,,no,0.0,,no,yes,yes,yes,no,no,yes,no
ACC000767,CUST001603,cashier_order,AED,2015-08-28,400899.3,2022-09-19,2025-01-18,,,,,no,,,2021-08-26,587.35,2020-11-05,no,,no,2020-02-27,no,0.0,Regular review,no,yes,yes,no,no,yes,yes,yes
ACC000768,CUST000674,fixed_deposit,AED,2020-12-23,934411.15,2023-10-31,2021-04-12,2023-01-02,no,2023-04-02,,no,,,,0.0,2022-08-06,yes,2021-04-15,no,2024-05-10,yes,0.0,Dormant check,yes,yes,no,no,no,yes,no,no
ACC000769,CUST001409,current,INR,2021-11-13,441120.69,2024-12-25,2022-04-04,,,,,no,,,,0.0,2024-05-09,no,,yes,2024-08-27,yes,0.0,Regular review,no,no,yes,no,yes,yes,yes,no
ACC000770,CUST001176,fixed_deposit,SAR,2020-10-08,907500.58,2022-04-17,2020-10-27,2023-04-04,yes,2024-11-09,,no,,,,0.0,2023-08-12,no,,no,2023-05-30,no,0.0,Regular review,yes,yes,no,yes,yes,yes,yes,no
ACC000771,CUST000357,saving,AED,2015-06-11,220384.09,2020-06-04,2025-03-27,,,,,no,,,,0.0,2020-02-10,yes,2018-10-07,no,2023-05-27,yes,0.0,Dormant check,yes,no,yes,no,yes,no,yes,no
ACC000772,CUST000064,call,SAR,2019-03-06,193205.78,2022-11-10,2023-03-17,,,,,no,,,,0.0,2021-01-02,no,,yes,,no,0.0,Regular review,no,yes,yes,yes,yes,yes,no,yes
ACC000773,CUST000546,saving,USD,2020-01-10,186901.95,2021-07-23,2023-02-02,,,,,no,,,,0.0,2021-07-20,no,,yes,,no,0.0,,no,yes,no,yes,no,yes,yes,yes
ACC000774,CUST001858,investment,SAR,2023-03-11,222907.49,2023-10-18,2024-07-19,,,,2023-12-01,no,,,,0.0,2023-05-10,no,,yes,2023-12-04,yes,0.0,Dormant check,yes,yes,no,no,no,yes,yes,yes
ACC000775,CUST001064,safe_deposit_box,SAR,2020-12-01,361134.45,2024-04-08,2024-06-01,,,,,yes,2024-01-05,yes,,0.0,2021-05-30,no,,no,,no,0.0,Dormant check,yes,yes,no,no,no,yes,yes,no
ACC000776,CUST001354,current,AED,2022-08-27,936765.62,2025-03-26,2024-09-26,,,,,no,,,,0.0,2023-03-11,yes,2024-09-11,no,2023-07-31,pending,0.0,Regular review,no,no,no,yes,no,no,no,yes
ACC000777,CUST000766,investment,EUR,2024-01-19,830569.62,2024-10-16,2025-04-19,,,,2024-06-22,no,,,,0.0,2024-06-24,yes,2025-02-25,no,,no,0.0,Regular review,no,yes,no,yes,yes,yes,no,yes
ACC000778,CUST000197,safe_deposit_box,USD,2016-08-03,884201.62,2020-06-16,2020-12-29,,,,,yes,2016-09-02,yes,,0.0,2024-05-07,no,,no,2022-01-23,no,0.0,Dormant check,yes,yes,no,yes,no,yes,no,no
ACC000779,CUST000794,investment,USD,2023-02-23,25026.23,2023-04-15,2024-11-05,,,,2024-12-09,no,,,,0.0,2025-02-03,yes,2025-01-12,yes,2024-12-12,pending,0.0,Regular review,yes,no,no,no,yes,no,no,no
ACC000780,CUST001174,saving,EUR,2024-04-23,683459.93,2025-04-17,2024-08-02,,,,,no,,,,0.0,2025-02-02,no,,yes,,no,0.0,Regular review,yes,no,yes,no,yes,yes,yes,yes
ACC000781,CUST001760,current,GBP,2022-03-15,819764.25,2024-03-06,2024-01-26,,,,,no,,,,0.0,2024-08-26,yes,2022-07-10,no,2025-01-03,pending,0.0,,yes,yes,yes,yes,no,yes,yes,no
ACC000782,CUST000070,cashier_order,EUR,2019-10-28,920376.82,2021-02-21,2022-10-05,,,,,no,,,2020-11-25,466.74,2024-08-14,yes,2021-01-10,yes,,no,0.0,Regular review,yes,no,yes,yes,no,no,no,yes
ACC000783,CUST000367,cashier_order,GBP,2018-07-25,139774.21,2021-12-05,2019-09-07,,,,,no,,,2022-02-06,346.36,2019-11-07,yes,2021-01-01,no,,no,0.0,,yes,yes,yes,yes,yes,yes,no,no
ACC000784,CUST000344,current,AED,2020-11-13,404465.94,2020-12-05,2024-04-27,,,,,no,,,,0.0,2024-01-31,no,,no,,no,0.0,Regular review,yes,yes,no,no,no,no,no,no
ACC000785,CUST001785,fixed_deposit,SAR,2021-06-25,454749.13,2023-03-06,2022-12-14,2025-04-21,yes,2025-05-11,,no,,,,0.0,2024-12-06,yes,2023-12-03,no,,no,0.0,Regular review,no,yes,no,no,yes,no,yes,no
ACC000786,CUST000472,fixed_deposit,AED,2020-06-29,423455.16,2024-12-15,2023-08-01,2021-03-25,yes,2025-02-18,,no,,,,0.0,2023-04-04,yes,2022-02-02,no,2024-01-01,yes,0.0,Dormant check,no,no,yes,no,yes,yes,no,yes
ACC000787,CUST000149,fixed_deposit,GBP,2017-02-25,613439.35,2017-03-05,2022-03-17,2022-06-01,yes,2024-04-11,,no,,,,0.0,2025-01-13,no,,yes,2020-10-05,yes,0.0,,yes,yes,yes,yes,yes,yes,yes,no
ACC000788,CUST001158,saving,EUR,2019-05-04,33619.51,2023-09-12,2022-03-28,,,,,no,,,,0.0,2019-06-27,yes,2022-04-23,yes,,no,0.0,Dormant check,no,yes,no,yes,no,yes,yes,yes
ACC000789,CUST000855,bankers_cheque,SAR,2020-04-06,905150.84,2022-05-29,2022-06-10,,,,,no,,,2021-05-05,455.61,2025-02-28,no,,yes,2023-12-15,yes,76.04,Regular review,yes,yes,no,yes,no,yes,no,yes
ACC000790,CUST001746,call,SAR,2016-08-20,320876.59,2020-11-26,2018-03-06,,,,,no,,,,0.0,2020-05-15,yes,2022-05-16,no,2016-11-01,yes,0.0,,no,yes,yes,yes,yes,yes,yes,yes
ACC000791,CUST000171,current,AED,2016-02-16,827372.35,2021-05-13,2022-12-02,,,,,no,,,,0.0,2022-02-24,yes,2022-07-17,yes,2025-01-08,pending,0.0,Dormant check,yes,yes,no,no,no,no,no,no
ACC000792,CUST001029,safe_deposit_box,USD,2021-09-11,803194.46,2024-09-12,2023-08-20,,,,,yes,2021-09-17,yes,,0.0,2022-02-02,no,,no,,no,0.0,Regular review,no,no,no,no,yes,no,yes,no
ACC000793,CUST001383,call,AED,2019-11-18,498635.05,2020-04-10,2020-05-29,,,,,no,,,,0.0,2022-03-27,yes,2023-08-15,no,2023-04-04,no,0.0,,yes,no,yes,yes,no,no,no,no
ACC000794,CUST001773,bank_draft,EUR,2018-06-26,406342.28,2022-01-21,2022-07-31,,,,,no,,,2024-09-11,274.89,2024-12-29,yes,2024-02-20,no,,no,0.0,,no,yes,no,no,yes,yes,yes,yes
ACC000795,CUST001593,fixed_deposit,AED,2016-10-05,810948.1,2021-10-08,2023-01-23,2021-08-22,no,2022-02-15,,no,,,,0.0,2017-08-06,yes,2021-11-08,no,2025-03-22,yes,0.0,,yes,no,yes,yes,yes,yes,yes,no
ACC000796,CUST001786,current,USD,2016-05-16,76343.24,2021-07-10,2024-07-09,,,,,no,,,,0.0,2022-10-22,yes,2024-03-12,yes,2018-03-31,no,0.0,Regular review,yes,yes,yes,yes,no,no,no,yes
ACC000797,CUST000269,fixed_deposit,INR,2024-01-18,833189.37,2024-11-10,2025-01-07,2024-05-19,yes,2025-02-19,,no,,,,0.0,2024-06-03,yes,2024-02-16,no,2025-01-18,no,0.0,Dormant check,yes,yes,no,no,yes,no,no,no
ACC000798,CUST001703,cashier_order,SAR,2019-01-08,897824.22,2024-03-11,2021-03-22,,,,,no,,,2020-03-12,140.39,2021-12-20,no,,no,,no,0.0,Dormant check,no,no,yes,yes,no,yes,no,no
ACC000799,CUST000925,safe_deposit_box,SAR,2021-07-21,316304.59,2022-09-29,2021-09-17,,,,,yes,2024-07-08,no,,0.0,2023-02-19,yes,2025-04-04,no,2023-03-17,yes,0.0,Dormant check,no,yes,no,yes,yes,no,no,yes
ACC000800,CUST000898,bank_draft,AED,2019-02-03,84112.6,2020-02-26,2022-10-24,,,,,no,,,2022-06-26,133.76,2025-03-12,yes,2019-06-12,no,2020-01-07,no,0.0,Regular review,yes,no,no,yes,yes,yes,no,no
ACC000801,CUST001447,bankers_cheque,USD,2022-11-28,256231.98,2025-03-21,2024-01-20,,,,,no,,,2024-04-22,729.15,2024-03-10,yes,2024-01-31,no,,no,0.0,,no,no,yes,no,no,yes,no,no
ACC000802,CUST000478,fixed_deposit,USD,2021-04-18,801766.1,2023-10-30,2023-08-18,2024-05-30,no,2025-01-09,,no,,,,0.0,2022-01-30,yes,2022-09-26,yes,2022-01-26,no,0.0,,no,yes,no,no,yes,yes,no,no
ACC000803,CUST001474,bankers_cheque,GBP,2015-06-06,515786.91,2015-12-25,2020-02-27,,,,,no,,,2020-09-10,206.04,2023-11-08,yes,2018-02-16,no,,no,0.0,Regular review,yes,no,yes,no,yes,no,no,yes
ACC000804,CUST001193,investment,GBP,2016-06-19,449907.42,2022-06-20,2017-03-05,,,,2016-12-20,no,,,,0.0,2020-08-06,yes,2022-08-28,yes,,no,0.0,,no,no,no,yes,no,yes,no,no
ACC000805,CUST000924,call,AED,2021-10-01,747408.72,2023-02-04,2022-12-18,,,,,no,,,,0.0,2022-06-10,no,,no,2025-02-22,pending,0.0,,no,yes,yes,no,no,no,yes,no
ACC000806,CUST001801,safe_deposit_box,GBP,2019-11-01,163074.05,2024-10-05,2024-02-21,,,,,yes,2020-06-21,no,,0.0,2024-10-09,yes,2021-10-06,no,2020-10-21,yes,0.0,,yes,no,yes,yes,no,yes,yes,no
ACC000807,CUST000832,bankers_cheque,GBP,2018-02-06,194029.31,2020-05-18,2020-10-15,,,,,no,,,2018-02-22,750.48,2024-01-29,no,,yes,2021-05-15,no,0.0,,no,no,yes,no,no,yes,no,yes
ACC000808,CUST000364,call,USD,2021-07-09,843299.75,2023-01-10,2022-01-02,,,,,no,,,,0.0,2021-07-23,yes,2025-01-29,no,,no,0.0,,yes,yes,yes,yes,yes,no,no,yes
ACC000809,CUST000805,fixed_deposit,GBP,2019-04-22,695883.65,2021-06-17,2025-04-27,2023-05-21,no,2024-03-03,,no,,,,0.0,2023-12-18,yes,2019-10-11,no,2022-01-05,no,0.0,Regular review,no,yes,no,yes,no,no,yes,no
ACC000810,CUST001273,cashier_order,GBP,2022-11-29,93581.67,2024-07-05,2025-03-08,,,,,no,,,2024-06-14,481.15,2024-08-22,yes,2022-12-11,yes,2024-12-26,yes,204.39,Dormant check,yes,no,yes,yes,yes,yes,no,yes
ACC000811,CUST001515,cashier_order,EUR,2022-01-12,622412.89,2023-07-13,2024-06-17,,,,,no,,,2023-04-18,323.64,2023-01-21,yes,2023-12-24,yes,,no,0.0,,no,no,no,yes,yes,no,no,no
ACC000812,CUST000392,call,EUR,2021-07-24,733509.25,2024-12-31,2025-04-16,,,,,no,,,,0.0,2022-11-01,no,,no,,no,0.0,Dormant check,no,no,no,no,yes,no,no,yes
ACC000813,CUST001301,fixed_deposit,SAR,2020-09-26,999324.22,2024-05-06,2024-10-11,2024-06-09,yes,2025-02-12,,no,,,,0.0,2024-01-02,yes,2021-07-25,no,2022-05-24,no,0.0,Dormant check,no,no,no,yes,no,yes,no,no
ACC000814,CUST001872,cashier_order,USD,2018-02-25,456585.98,2020-07-05,2018-06-09,,,,,no,,,2019-06-22,461.83,2023-12-15,no,,yes,,no,0.0,Regular review,yes,no,yes,yes,no,yes,no,yes
ACC000815,CUST001528,fixed_deposit,GBP,2017-08-25,83795.73,2021-03-07,2023-10-09,2019-12-18,yes,2020-10-28,,no,,,,0.0,2020-01-08,yes,2018-08-31,yes,,no,0.0,Dormant check,yes,yes,yes,yes,no,no,yes,no
ACC000816,CUST000606,safe_deposit_box,INR,2020-01-03,984271.91,2025-03-22,2024-03-06,,,,,yes,2021-11-20,yes,,0.0,2021-06-30,no,,yes,,no,0.0,Dormant check,yes,yes,no,no,no,no,no,no
ACC000817,CUST000541,cashier_order,EUR,2023-07-02,21840.11,2024-11-15,2024-01-29,,,,,no,,,2024-03-16,303.2,2024-01-01,yes,2024-05-16,no,2024-04-03,no,0.0,Dormant check,yes,yes,yes,yes,yes,no,no,yes
ACC000818,CUST001756,cashier_order,AED,2016-08-30,874761.14,2018-05-16,2021-09-23,,,,,no,,,2021-03-26,315.63,2017-10-25,yes,2023-07-26,no,2020-11-20,yes,83.7,,no,no,no,yes,no,no,yes,yes
ACC000819,CUST001039,fixed_deposit,USD,2018-01-31,607182.3,2023-03-17,2023-07-15,2019-07-06,no,2020-07-06,,no,,,,0.0,2019-04-17,yes,2024-07-23,yes,2024-08-27,yes,0.0,,yes,no,no,yes,yes,no,yes,yes
ACC000820,CUST001273,current,EUR,2021-09-01,537072.25,2023-04-14,2023-10-03,,,,,no,,,,0.0,2021-11-09,no,,no,,no,0.0,Regular review,yes,yes,yes,no,no,no,no,yes
ACC000821,CUST000575,fixed_deposit,GBP,2023-09-19,613913.19,2024-04-20,2025-01-27,2024-01-16,no,2025-04-14,,no,,,,0.0,2023-12-12,yes,2025-03-08,yes,,no,0.0,,no,no,yes,yes,no,yes,no,yes
ACC000822,CUST000771,fixed_deposit,EUR,2022-02-20,32465.81,2022-09-02,2022-05-03,2024-03-22,no,2024-10-11,,no,,,,0.0,2023-10-12,no,,yes,2024-03-26,pending,0.0,Regular review,yes,no,no,yes,no,yes,no,no
ACC000823,CUST001652,investment,EUR,2020-10-01,323377.0,2023-01-10,2023-09-22,,,,2024-05-16,no,,,,0.0,2021-12-24,yes,2024-09-25,yes,2021-10-30,yes,0.0,Dormant check,yes,no,yes,no,no,yes,yes,no
ACC000824,CUST000425,call,EUR,2020-08-14,129445.35,2025-01-15,2023-07-27,,,,,no,,,,0.0,2023-08-05,yes,2020-08-29,no,2021-09-23,pending,0.0,,yes,no,yes,no,yes,yes,yes,no
ACC000825,CUST000825,current,USD,2020-12-27,773016.19,2022-05-10,2024-01-23,,,,,no,,,,0.0,2022-12-17,yes,2024-03-10,no,2022-07-18,no,0.0,,no,no,no,no,yes,no,no,no
ACC000826,CUST000857,bankers_cheque,USD,2016-01-03,596345.78,2018-11-03,2023-05-20,,,,,no,,,2016-04-17,812.17,2020-04-30,no,,yes,,no,0.0,Regular review,no,yes,yes,no,no,no,yes,yes
ACC000827,CUST000772,bank_draft,INR,2017-03-25,507200.39,2023-11-07,2023-09-07,,,,,no,,,2023-03-10,277.54,2021-01-14,yes,2024-09-23,no,,no,0.0,Regular review,yes,no,yes,no,no,no,no,no
ACC000828,CUST001480,saving,EUR,2020-02-25,825267.36,2024-03-07,2022-09-29,,,,,no,,,,0.0,2024-02-19,no,,no,,no,0.0,Regular review,no,no,yes,no,no,yes,yes,yes
ACC000829,CUST001945,current,SAR,2015-07-04,322491.22,2020-09-14,2015-12-05,,,,,no,,,,0.0,2017-12-02,no,,no,,no,0.0,Regular review,no,no,yes,no,no,yes,yes,yes
ACC000830,CUST001871,cashier_order,USD,2023-12-16,590075.58,2024-05-03,2024-03-02,,,,,no,,,2024-12-24,767.74,2024-02-23,yes,2024-08-13,yes,,no,0.0,,yes,no,yes,no,yes,no,no,no
ACC000831,CUST001613,investment,EUR,2017-04-20,398972.11,2022-07-23,2020-03-22,,,,2023-12-06,no,,,,0.0,2020-01-31,no,,no,2022-02-17,no,0.0,Regular review,yes,yes,no,no,no,yes,yes,yes
ACC000832,CUST000139,fixed_deposit,AED,2019-10-17,377726.75,2024-08-01,2024-10-04,2024-12-21,yes,2025-02-23,,no,,,,0.0,2020-04-01,yes,2021-07-27,yes,2022-10-28,no,0.0,,no,no,yes,no,yes,no,yes,yes
ACC000833,CUST000636,cashier_order,INR,2021-05-14,304411.07,2021-10-24,2023-08-16,,,,,no,,,2022-09-01,307.48,2024-03-29,yes,2023-01-31,no,2021-12-11,yes,238.57,,no,yes,no,yes,yes,no,no,no
ACC000834,CUST000617,investment,AED,2021-11-23,783065.44,2022-05-30,2021-12-17,,,,2023-01-29,no,,,,0.0,2022-09-29,no,,yes,,no,0.0,Regular review,no,no,no,yes,no,yes,no,yes
ACC000835,CUST000310,safe_deposit_box,AED,2021-03-16,456491.31,2022-12-31,2024-03-07,,,,,yes,2023-08-21,no,,0.0,2021-04-03,no,,yes,,no,0.0,,yes,no,yes,yes,yes,no,yes,no
ACC000836,CUST000431,fixed_deposit,GBP,2024-04-07,411585.03,2024-07-30,2025-04-09,2024-05-07,no,2024-06-29,,no,,,,0.0,2025-01-25,no,,no,2025-03-17,no,0.0,Dormant check,yes,yes,no,no,no,yes,yes,no
ACC000837,CUST001480,bankers_cheque,GBP,2015-08-13,174516.16,2016-11-29,2021-02-16,,,,,no,,,2024-01-31,128.34,2022-09-12,yes,2018-09-19,yes,,no,0.0,Regular review,no,no,yes,no,no,yes,no,yes
ACC000838,CUST000165,cashier_order,GBP,2020-11-09,468599.21,2021-06-27,2024-02-18,,,,,no,,,2021-06-03,922.96,2023-03-03,no,,yes,,no,0.0,Regular review,no,yes,no,yes,no,no,no,yes
ACC000839,CUST000914,saving,INR,2018-07-25,473588.97,2023-04-17,2025-04-21,,,,,no,,,,0.0,2018-09-04,yes,2024-03-08,no,,no,0.0,Dormant check,yes,yes,no,no,yes,no,yes,no
ACC000840,CUST001366,fixed_deposit,AED,2016-06-01,893900.11,2019-12-12,2016-09-26,2018-12-08,yes,2021-07-09,,no,,,,0.0,2023-07-12,yes,2018-01-19,yes,,no,0.0,Dormant check,yes,no,yes,no,yes,yes,yes,yes
ACC000841,CUST000557,investment,INR,2023-06-20,492857.26,2024-11-10,2024-08-09,,,,2023-12-16,no,,,,0.0,2024-11-23,no,,yes,,no,0.0,Dormant check,yes,no,yes,yes,no,no,no,yes
ACC000842,CUST001468,bankers_cheque,AED,2018-07-10,607842.98,2021-07-11,2024-03-20,,,,,no,,,2024-06-20,147.49,2023-12-14,yes,2024-11-15,yes,2018-10-19,pending,0.0,Dormant check,no,no,no,yes,yes,yes,no,yes
ACC000843,CUST000804,cashier_order,GBP,2020-05-01,11538.73,2024-05-21,2022-11-02,,,,,no,,,2022-05-26,352.73,2022-08-12,no,,no,,no,0.0,Regular review,yes,yes,no,yes,yes,no,yes,yes
ACC000844,CUST001065,fixed_deposit,SAR,2015-10-02,494374.27,2021-01-25,2019-08-14,2021-10-03,no,2022-04-15,,no,,,,0.0,2022-07-13,yes,2016-02-19,no,2019-09-27,yes,0.0,Regular review,no,yes,no,yes,yes,yes,yes,yes
ACC000845,CUST001031,safe_deposit_box,SAR,2020-05-25,236666.92,2020-08-25,2022-10-17,,,,,yes,2023-10-03,no,,0.0,2020-07-29,no,,no,2024-04-26,yes,0.0,Dormant check,no,yes,yes,yes,no,yes,yes,yes
ACC000846,CUST000640,safe_deposit_box,USD,2018-07-04,315522.35,2023-11-14,2022-10-30,,,,,yes,2018-08-01,no,,0.0,2020-03-13,no,,no,,no,0.0,Dormant check,no,yes,no,yes,yes,no,yes,yes
ACC000847,CUST001289,current,EUR,2017-12-24,522857.88,2018-05-02,2018-12-05,,,,,no,,,,0.0,2024-06-06,yes,2022-09-23,yes,,no,0.0,Dormant check,no,yes,yes,no,yes,no,yes,no
ACC000848,CUST001814,call,EUR,2015-09-19,10296.51,2016-08-18,2015-10-10,,,,,no,,,,0.0,2023-10-06,yes,2019-02-07,yes,,no,0.0,Regular review,no,yes,yes,yes,no,no,no,yes
ACC000849,CUST000886,bank_draft,AED,2018-10-03,269620.52,2022-12-26,2020-08-05,,,,,no,,,2023-04-16,646.83,2021-04-25,yes,2019-10-27,no,,no,0.0,Regular review,no,no,no,no,no,no,yes,yes
ACC000850,CUST000804,safe_deposit_box,USD,2021-02-09,652121.45,2024-09-26,2024-01-11,,,,,yes,2023-04-17,no,,0.0,2021-11-22,yes,2021-09-25,yes,2023-01-08,no,0.0,Dormant check,no,no,yes,yes,yes,yes,yes,yes
ACC000851,CUST001672,safe_deposit_box,INR,2022-12-13,528998.32,2023-07-29,2024-04-17,,,,,yes,2024-12-14,no,,0.0,2024-03-03,yes,2025-01-05,yes,,no,0.0,Regular review,no,yes,yes,no,yes,no,yes,no
ACC000852,CUST000086,current,GBP,2017-06-18,62442.87,2022-05-07,2023-10-19,,,,,no,,,,0.0,2023-06-19,yes,2020-06-17,yes,,no,0.0,,yes,no,yes,yes,no,no,yes,no
ACC000853,CUST001625,saving,SAR,2021-10-12,585024.57,2025-01-27,2025-02-16,,,,,no,,,,0.0,2022-08-24,no,,yes,,no,0.0,,yes,no,yes,no,no,yes,yes,yes
ACC000854,CUST001329,safe_deposit_box,EUR,2016-06-11,788508.76,2019-06-06,2018-12-05,,,,,yes,2022-10-21,yes,,0.0,2024-08-03,no,,no,2022-12-17,pending,0.0,Regular review,yes,no,yes,no,no,no,no,no
ACC000855,CUST001154,call,SAR,2022-08-04,542968.93,2025-01-19,2023-03-19,,,,,no,,,,0.0,2023-06-21,no,,yes,2022-08-09,yes,0.0,Regular review,yes,no,yes,no,yes,yes,yes,yes
ACC000856,CUST000897,fixed_deposit,AED,2022-12-17,825559.38,2023-02-11,2023-01-03,2024-12-01,yes,2025-03-07,,no,,,,0.0,2024-12-19,yes,2024-01-26,no,2023-05-04,yes,0.0,Dormant check,no,yes,no,yes,no,yes,no,no
ACC000857,CUST000452,bankers_cheque,SAR,2022-08-18,260485.59,2023-05-13,2024-04-24,,,,,no,,,2023-07-01,469.17,2024-12-28,yes,2023-07-28,yes,,no,0.0,Dormant check,yes,no,no,yes,yes,no,yes,no
ACC000858,CUST000888,cashier_order,USD,2016-02-29,392278.71,2019-05-23,2024-01-19,,,,,no,,,2018-01-25,31.5,2019-09-23,yes,2022-12-30,no,,no,0.0,Regular review,no,yes,yes,no,no,yes,yes,no
ACC000859,CUST000332,call,SAR,2015-11-03,284901.25,2015-12-22,2020-11-06,,,,,no,,,,0.0,2022-11-21,no,,no,2024-03-10,no,0.0,Dormant check,yes,yes,no,yes,no,yes,no,no
ACC000860,CUST001425,bankers_cheque,AED,2018-07-20,181093.32,2024-07-21,2019-07-20,,,,,no,,,2024-01-06,921.3,2019-06-11,no,,yes,,no,0.0,Dormant check,no,yes,yes,yes,no,yes,yes,no
ACC000861,CUST001556,safe_deposit_box,USD,2020-09-19,68794.44,2022-05-25,2023-09-01,,,,,yes,2024-12-11,yes,,0.0,2021-12-10,yes,2022-04-24,no,2023-05-18,no,0.0,Regular review,no,no,yes,yes,yes,yes,yes,no
ACC000862,CUST000751,fixed_deposit,INR,2021-06-20,715556.7,2023-11-09,2024-11-02,2022-07-01,yes,2023-01-11,,no,,,,0.0,2022-10-29,yes,2023-08-23,no,,no,0.0,Regular review,no,yes,no,no,yes,yes,no,yes
ACC000863,CUST001777,bankers_cheque,EUR,2020-12-13,404020.6,2021-01-06,2021-03-23,,,,,no,,,2024-07-12,376.12,2023-10-23,no,,yes,2024-08-21,no,0.0,,no,no,no,yes,yes,yes,no,no
ACC000864,CUST000225,call,GBP,2023-11-13,918289.81,2024-06-05,2024-04-03,,,,,no,,,,0.0,2024-04-27,no,,no,2024-01-04,pending,0.0,Dormant check,no,yes,no,no,yes,no,yes,no
